id_vuelo,aeropuerto_origen,aeropuerto_destino,hora_salida_programada,dia_semana,distancia_vuelo,condiciones_climaticas,congestion_aerea,tipo_avion,ocupacion_vuelo,temporada_alta,puerta_embarque,visibilidad,tiempo_estimado_vuelo,demora
10315,CDG,GRU,08:00,Miercoles,9400,Despejado,Alta,Boeing 787,49.7,VERDADERO,31,17.6,744,0
10316,PEI,MDE,07:00,Lunes,140,Nublado,Alta,Airbus A320,61.4,FALSO,20,7.9,57,0
10318,MDE,BGA,09:45,Jueves,295,Lluvia,Media,Boeing 737,88.5,VERDADERO,1,27.9,64,0
10319,BOG,CTG,05:45,Viernes,135,Lluvia,Media,Embraer E190,78.8,FALSO,26,18.2,53,1
10320,BOG,MEX,08:45,Viernes,2700,Despejado,Media,Embraer E195,45.9,VERDADERO,42,10.6,233,0
10321,EZE,AEP,11:00,Jueves,35,Lluvia,Alta,ATR 72,80.6,FALSO,14,15.3,39,0
10322,JFK,BOG,08:00,Domingo,3930,Lluvia,Baja,Airbus A330,39.2,FALSO,17,14.7,319,1
10325,GIG,EZE,07:00,Viernes,1970,Despejado,Alta,Embraer E195,81.2,VERDADERO,38,11.8,189,0
10326,FLN,GRU,09:15,Sabado,690,Despejado,Media,Airbus A320,81.3,FALSO,15,20.3,87,0
10329,AEP,EZE,07:45,Martes,35,Despejado,Baja,Airbus A320,69,VERDADERO,27,14.1,34,0
10330,MDE,PEI,09:15,Domingo,140,Lluvia,Baja,ATR 72,76.1,FALSO,15,17.5,43,1
10331,PTY,BOG,08:15,Viernes,650,Despejado,Baja,Boeing 737,54.5,FALSO,48,27.2,82,0
10332,MDE,CTG,08:30,Sabado,365,Despejado,Media,ATR 72,50.7,FALSO,48,29.2,55,0
10334,PTY,IAH,05:45,Domingo,2860,Nublado,Media,Airbus A320neo,58.4,FALSO,22,7.7,258,0
10336,GRU,LIM,08:00,Miercoles,3620,Despejado,Media,Airbus A350,91.3,VERDADERO,28,23.5,291,1
10337,CWB,GRU,08:45,Domingo,410,Despejado,Alta,Embraer E190,58.3,VERDADERO,7,11.6,52,0
10338,PTY,SJO,08:45,Jueves,580,Niebla,Baja,ATR 72,57.6,FALSO,38,2.9,76,1
10339,GRU,MVD,09:45,Viernes,1550,Despejado,Media,Embraer E195,81.4,FALSO,3,12.8,163,1
10341,PEI,MDE,09:15,Domingo,140,Nublado,Alta,ATR 72,80.9,FALSO,10,29.5,55,1
10343,GRU,LIM,07:15,Sabado,3620,Despejado,Baja,Boeing 777,63.7,FALSO,2,28.3,294,0
10344,BOG,BGA,07:00,Jueves,310,Despejado,Media,Airbus A320,51.5,VERDADERO,5,29.4,63,0
10346,EZE,ROS,09:45,Jueves,295,Nublado,Media,Airbus A320,70.8,VERDADERO,40,9.1,53,1
10348,MIA,GRU,07:15,Sabado,7520,Lluvia,Baja,Airbus A330,60.5,VERDADERO,28,13.2,596,0
10349,MDE,BAQ,06:30,Viernes,310,Tormenta,Baja,Embraer E190,89.3,FALSO,1,3,51,1
10350,MDE,BOG,08:30,Viernes,235,Despejado,Media,ATR 72,74,FALSO,13,27.2,66,0
10351,JFK,PTY,07:30,Sabado,3520,Despejado,Baja,Airbus A330,66.9,FALSO,21,8,297,0
10353,POA,GRU,08:30,Miercoles,1110,Lluvia,Alta,Boeing 737 MAX,81.8,VERDADERO,13,21.8,105,1
10354,NQN,EZE,07:45,Viernes,1150,Nublado,Alta,Boeing 737 MAX,58.3,FALSO,34,8.7,134,1
10355,EZE,MVD,06:15,Jueves,210,Nublado,Media,Embraer E190,57.6,VERDADERO,22,29.2,64,1
10356,GRU,BSB,06:45,Domingo,870,Despejado,Media,Airbus A320neo,86.4,FALSO,49,25.8,112,0
10357,EZE,COR,03:30,Viernes,695,Despejado,Alta,ATR 72,80.1,FALSO,42,27,74,1
10359,CLO,BOG,06:30,Sabado,300,Nublado,Media,Airbus A320,76.1,FALSO,32,28,43,0
10361,CTG,BOG,07:30,Sabado,135,Despejado,Media,Embraer E190,84.9,FALSO,27,14.3,35,0
10363,PTY,BOG,08:00,Miercoles,650,Despejado,Baja,Embraer E190,44,FALSO,9,29.4,85,0
10364,ROS,EZE,07:45,Viernes,295,Despejado,Media,ATR 72,75.7,VERDADERO,18,9.7,47,0
10365,GRU,GIG,07:15,Miercoles,360,Despejado,Media,Embraer E190,79.5,VERDADERO,30,28.5,67,0
10366,GUA,PTY,09:00,Viernes,820,Lluvia,Baja,Airbus A320neo,69.6,FALSO,33,8.9,107,1
10368,JFK,GRU,07:45,Jueves,7680,Nublado,Baja,Airbus A330,53.4,VERDADERO,1,10.4,625,0
10369,BOG,CCS,07:30,Domingo,1010,Lluvia,Alta,Embraer E195,95.6,FALSO,46,12.1,124,0
10370,PTY,MIA,07:30,Lunes,2200,Nublado,Media,Embraer E195,90.9,VERDADERO,47,27.2,198,0
10371,CTG,MDE,06:15,Sabado,365,Lluvia,Baja,Embraer E190,76.7,FALSO,49,21.3,54,0
10372,BOG,MDE,07:15,Sabado,235,Nublado,Media,Embraer E190,45.3,VERDADERO,5,20.7,58,0
10373,EZE,NQN,09:45,Viernes,1150,Despejado,Alta,Boeing 737 MAX,69.4,VERDADERO,48,9.3,116,0
10375,PTY,UIO,10:45,Domingo,1420,Despejado,Alta,Airbus A320neo,76.8,FALSO,28,10.9,126,0
10376,EZE,ROS,10:30,Jueves,295,Despejado,Baja,ATR 72,16.6,FALSO,13,24.3,61,0
10377,MDE,BOG,08:15,Domingo,235,Despejado,Baja,ATR 72,38.1,FALSO,16,17.2,63,0
10379,UIO,PTY,05:00,Domingo,1420,Tormenta,Media,Embraer E195,58.1,FALSO,11,2.9,141,1
10383,BOG,PEI,09:45,Jueves,265,Lluvia,Media,Embraer E190,89,FALSO,16,27.6,44,1
10384,PTY,UIO,08:00,Domingo,1420,Despejado,Baja,Airbus A320neo,71.1,VERDADERO,21,10.4,128,0
10385,PTY,GRU,05:45,Sabado,4630,Despejado,Media,Boeing 777,96.6,VERDADERO,28,18.3,375,0
10387,MIA,BOG,09:45,Lunes,3160,Despejado,Media,Airbus A330,92,FALSO,2,20.3,279,1
10389,PTY,BOG,05:30,Sabado,650,Nublado,Media,Embraer E190,90.7,FALSO,6,20.8,77,0
10390,EZE,AEP,05:00,Lunes,35,Nublado,Media,Boeing 737,54.2,FALSO,37,5.2,43,0
10391,EZE,SCL,08:45,Domingo,1140,Despejado,Media,Airbus A320neo,70.1,FALSO,15,20.3,118,0
10392,GRU,BOG,08:00,Sabado,3940,Lluvia,Media,Airbus A350,79.1,VERDADERO,21,15.4,343,0
10393,PEI,MDE,08:45,Martes,140,Despejado,Media,ATR 72,84.7,FALSO,2,27.8,49,0
10394,BOG,PTY,07:30,Domingo,650,Nublado,Media,Airbus A320,78,VERDADERO,11,14.8,85,0
10395,GRU,EZE,08:00,Viernes,1760,Lluvia,Baja,Boeing 737 MAX,65,FALSO,15,14,179,0
10396,GRU,SCL,07:15,Martes,2620,Despejado,Baja,Boeing 737 MAX,58.1,FALSO,13,26.5,233,0
10398,GRU,POA,09:45,Miercoles,1110,Despejado,Baja,Boeing 737 MAX,99,VERDADERO,24,12.3,108,0
10400,MIA,MDE,09:15,Sabado,2750,Niebla,Baja,Airbus A320neo,92.9,FALSO,19,2.3,233,1
10401,BOG,EZE,09:15,Sabado,4650,Despejado,Media,Airbus A330,61.5,VERDADERO,5,29.1,386,1
10403,PEI,MDE,07:00,Domingo,140,Nublado,Baja,Airbus A320,66.2,FALSO,27,27.4,45,0
10404,GRU,SSA,08:00,Martes,1940,Nublado,Media,Boeing 737 MAX,72.8,FALSO,30,29.5,168,0
10405,MDE,CTG,09:30,Jueves,365,Despejado,Baja,Airbus A320,59.7,FALSO,2,16.3,75,0
10406,EZE,GRU,08:00,Domingo,1760,Despejado,Media,Embraer E195,79.6,VERDADERO,29,14.9,165,1
10407,PTY,JFK,10:30,Sabado,3520,Despejado,Alta,Airbus A350,92,FALSO,9,6.7,304,0
10408,BOG,MAD,09:00,Lunes,8680,Despejado,Media,Boeing 777,71.3,VERDADERO,17,9.3,672,0
10409,AMS,GRU,09:45,Domingo,9850,Tormenta,Baja,Boeing 787,66,FALSO,37,1.5,783,0
10413,MDE,BGA,09:00,Miercoles,295,Despejado,Media,Embraer E190,70.4,FALSO,7,25.4,49,1
10414,BOG,BAQ,07:45,Miercoles,145,Despejado,Media,ATR 72,89.6,FALSO,18,7.5,34,1
10415,GRU,MVD,09:45,Viernes,1550,Despejado,Baja,Boeing 757,53,FALSO,21,19.3,150,0
10416,BOG,BAQ,06:30,Sabado,145,Tormenta,Baja,ATR 72,70.6,VERDADERO,12,1.3,38,0
10417,EZE,ROS,09:30,Domingo,295,Despejado,Baja,Boeing 737,52.5,VERDADERO,33,23.6,42,0
10418,EZE,MDZ,09:00,Martes,1040,Lluvia,Baja,Airbus A320neo,78.2,VERDADERO,11,19.4,115,0
10419,GRU,SCL,09:15,Lunes,2620,Despejado,Baja,Boeing 737 MAX,42.2,VERDADERO,32,17.8,229,0
10420,MDE,CLO,07:45,Miercoles,265,Lluvia,Media,ATR 72,93.9,FALSO,44,28.4,45,1
10422,GRU,BSB,08:45,Sabado,870,Nublado,Baja,Airbus A320neo,52,FALSO,34,28,104,0
10423,MDE,BGA,08:30,Lunes,295,Tormenta,Baja,Embraer E190,49,FALSO,34,1.3,43,0
10428,FLN,GRU,09:15,Martes,690,Despejado,Media,Boeing 737,97.7,FALSO,8,20,95,1
10429,BOG,PEI,07:00,Lunes,265,Despejado,Media,Airbus A320,66.5,FALSO,45,5.1,49,0
10430,GRU,FLN,10:15,Lunes,690,Despejado,Baja,ATR 72,53.5,FALSO,25,11.7,72,0
10431,UIO,EZE,11:30,Domingo,3900,Nublado,Media,Boeing 787,86.1,VERDADERO,29,21,316,0
10433,EZE,CCS,09:30,Sabado,4300,Lluvia,Media,Airbus A330,82.9,FALSO,30,20.6,368,1
10434,GRU,EZE,07:15,Jueves,1760,Despejado,Alta,Boeing 737 MAX,75.6,VERDADERO,37,24.4,179,1
10435,CWB,GRU,06:00,Jueves,410,Lluvia,Media,ATR 72,82.4,FALSO,11,8.1,73,0
10436,BRC,EZE,06:30,Viernes,1650,Despejado,Baja,Airbus A320neo,83.9,VERDADERO,4,9.6,154,0
10437,MDE,BGA,08:15,Domingo,295,Despejado,Media,Embraer E190,73.8,VERDADERO,19,14.5,61,1
10438,LIM,EZE,07:15,Martes,3150,Despejado,Media,Boeing 787,40.4,FALSO,34,5.9,281,0
10441,POA,GRU,08:45,Domingo,1110,Niebla,Media,Embraer E195,79.2,VERDADERO,25,0.9,124,0
10442,GRU,MVD,10:30,Jueves,1550,Nublado,Media,Embraer E195,83.8,FALSO,18,13.8,137,0
10443,MDE,CLO,06:15,Martes,265,Tormenta,Baja,Boeing 737,67.1,FALSO,44,2,49,0
10444,GRU,GIG,08:00,Lunes,360,Despejado,Baja,Airbus A320,84.3,FALSO,43,17.1,64,0
10445,AEP,EZE,08:45,Lunes,35,Niebla,Media,Embraer E190,61.6,VERDADERO,46,0.4,31,0
10446,CTG,MDE,09:00,Jueves,365,Niebla,Media,Boeing 737,60.7,VERDADERO,8,2,74,0
10447,MDE,CLO,07:15,Jueves,265,Nublado,Baja,ATR 72,73,VERDADERO,32,26,59,1
10449,BOG,UIO,08:30,Sabado,730,Despejado,Alta,Boeing 737,49.7,FALSO,33,26.8,92,0
10453,FLN,GRU,07:00,Domingo,690,Niebla,Alta,Airbus A320,68.9,VERDADERO,10,1.9,74,1
10454,BOG,PEI,07:15,Sabado,265,Lluvia,Baja,ATR 72,61.7,FALSO,41,26.6,52,0
10456,NQN,EZE,11:30,Miercoles,1150,Lluvia,Alta,Boeing 757,84.3,FALSO,25,17.7,120,0
10457,EZE,AEP,07:00,Miercoles,35,Niebla,Media,Embraer E190,62.8,FALSO,44,0.3,42,0
10458,AEP,EZE,08:00,Miercoles,35,Nublado,Baja,ATR 72,89,FALSO,17,9.9,28,0
10459,JFK,PTY,07:00,Miercoles,3520,Nublado,Media,Boeing 787,84.2,VERDADERO,9,11.5,307,0
10462,MVD,GRU,08:15,Sabado,1550,Tormenta,Baja,Airbus A320neo,59.2,VERDADERO,37,2.2,140,0
10463,BOG,CCS,05:15,Sabado,1010,Nublado,Media,Airbus A320neo,69.7,VERDADERO,39,13.1,117,0
10464,JFK,MDE,09:15,Miercoles,3560,Nublado,Media,Airbus A350,47.6,VERDADERO,16,28.7,294,0
10465,BGA,BOG,07:15,Lunes,310,Despejado,Media,Airbus A320,62.8,FALSO,9,5.9,59,1
10466,EZE,NQN,08:15,Miercoles,1150,Nublado,Media,Boeing 757,61.9,FALSO,18,7,121,1
10469,EZE,MDZ,09:30,Lunes,1040,Tormenta,Alta,Boeing 737 MAX,90.7,VERDADERO,30,1.3,108,1
10471,EZE,NQN,07:45,Jueves,1150,Nublado,Baja,Boeing 737 MAX,92.4,FALSO,42,16.4,123,0
10472,PTY,JFK,08:45,Jueves,3520,Niebla,Media,Boeing 787,74,FALSO,27,2,295,0
10473,GRU,LIM,09:30,Lunes,3620,Despejado,Baja,Airbus A350,82.1,FALSO,47,7.9,312,0
10474,GRU,GIG,10:30,Miercoles,360,Nublado,Media,ATR 72,79.4,FALSO,16,5.5,64,0
10476,EZE,GRU,07:15,Lunes,1760,Lluvia,Alta,Embraer E195,60.5,FALSO,2,11.6,164,1
10478,EZE,GRU,09:15,Jueves,1760,Despejado,Media,Airbus A320neo,74.8,FALSO,47,12.9,178,0
10479,SJO,PTY,06:45,Sabado,580,Niebla,Media,Airbus A320,44.2,FALSO,23,2.8,65,1
10480,TUC,EZE,05:00,Domingo,1230,Tormenta,Baja,Boeing 757,53.7,VERDADERO,48,2,140,0
10481,SCL,EZE,05:30,Lunes,1140,Despejado,Alta,Boeing 737 MAX,81.4,FALSO,40,10.7,114,0
10482,BGA,BOG,08:30,Miercoles,310,Nublado,Media,Embraer E190,48.2,FALSO,20,29.8,46,0
10487,GRU,CDG,06:00,Viernes,9400,Despejado,Media,Airbus A350,60,FALSO,35,9,733,0
10489,PTY,IAH,07:45,Lunes,2860,Despejado,Media,Boeing 757,48.4,VERDADERO,11,21.8,249,1
10490,EZE,ASU,06:00,Domingo,1050,Despejado,Media,Airbus A320neo,84.9,FALSO,47,16.3,99,0
10491,BOG,BAQ,09:15,Jueves,145,Despejado,Media,ATR 72,49.9,VERDADERO,3,8.4,57,0
10492,LIM,MDE,07:00,Martes,2100,Lluvia,Media,Boeing 757,49.8,VERDADERO,33,27.9,205,0
10493,MDE,CTG,07:30,Viernes,365,Despejado,Media,ATR 72,81,FALSO,4,17.5,60,0
10494,EZE,TUC,06:15,Lunes,1230,Despejado,Alta,Boeing 757,92.6,FALSO,12,29.5,119,0
10495,EZE,AEP,06:00,Lunes,35,Nublado,Baja,ATR 72,48.9,VERDADERO,14,29.8,30,1
10496,MDE,LIM,08:15,Miercoles,2100,Lluvia,Baja,Boeing 757,65.5,FALSO,24,26.1,202,1
10497,MDE,BAQ,07:00,Miercoles,310,Despejado,Media,Airbus A320,50.4,FALSO,31,11.7,55,0
10498,MDE,PEI,06:15,Jueves,140,Despejado,Media,ATR 72,74.7,FALSO,21,11.5,49,0
10499,GRU,POA,07:30,Miercoles,1110,Despejado,Media,Embraer E195,87,FALSO,43,27.5,128,1
10501,ROS,EZE,09:00,Sabado,295,Despejado,Media,Airbus A320,68.7,FALSO,19,20.7,53,0
10502,CWB,GRU,07:45,Domingo,410,Lluvia,Baja,Boeing 737,83.9,VERDADERO,6,29.2,73,1
10503,MDE,JFK,08:00,Miercoles,3560,Nublado,Media,Boeing 777,61.8,VERDADERO,47,10.2,313,1
10505,BAQ,MDE,06:15,Martes,310,Tormenta,Alta,ATR 72,95.7,FALSO,31,3.8,65,0
10506,BOG,PTY,08:45,Viernes,650,Nublado,Baja,Boeing 737,80.2,FALSO,15,20.6,79,0
10507,POA,GRU,09:00,Lunes,1110,Lluvia,Media,Airbus A320neo,69.2,FALSO,33,7.3,108,1
10508,BSB,GRU,08:00,Sabado,870,Nublado,Media,Boeing 757,59.2,VERDADERO,42,27.7,107,1
10509,CTG,MDE,09:15,Martes,365,Despejado,Baja,ATR 72,66.2,FALSO,13,18,74,0
10510,LIM,BOG,09:30,Miercoles,1890,Tormenta,Baja,Airbus A320neo,75.7,FALSO,28,4.8,180,0
10511,PTY,CLT,06:45,Martes,2890,Lluvia,Media,Boeing 757,70.7,FALSO,3,11.3,238,1
10513,MDE,PEI,05:00,Viernes,140,Niebla,Media,Airbus A320,65.9,VERDADERO,14,1.8,46,1
10515,MAD,GRU,09:30,Sabado,9350,Despejado,Media,Airbus A330,75.2,FALSO,48,11.8,734,1
10516,BOG,CLO,07:15,Domingo,300,Despejado,Media,Embraer E190,46.3,FALSO,47,10.2,71,0
10517,GRU,AMS,08:30,Jueves,9850,Despejado,Baja,Airbus A350,77.7,FALSO,5,13.1,763,0
10520,BOG,JFK,09:45,Domingo,3930,Despejado,Baja,Airbus A350,66.4,FALSO,48,26,337,0
10521,BOG,BAQ,08:00,Sabado,145,Despejado,Media,Embraer E190,54.9,FALSO,20,19,43,0
10522,GRU,FLN,08:15,Martes,690,Despejado,Baja,ATR 72,41.2,FALSO,37,16.9,92,0
10523,MDE,GRU,06:30,Lunes,4180,Nublado,Alta,Airbus A330,79.1,FALSO,13,27.6,341,1
10524,EZE,LIM,06:45,Sabado,3150,Lluvia,Baja,Airbus A330,95.9,FALSO,2,11.3,285,0
10525,EZE,TUC,07:30,Jueves,1230,Despejado,Baja,Airbus A320neo,67.2,VERDADERO,11,13,128,0
10526,GRU,MIA,08:30,Domingo,7520,Niebla,Baja,Boeing 787,90,VERDADERO,14,1.3,612,1
10527,EZE,COR,07:30,Miercoles,695,Tormenta,Media,Embraer E190,81.5,FALSO,33,2.8,101,0
10528,GRU,GIG,09:00,Martes,360,Despejado,Media,ATR 72,61.2,FALSO,10,10.6,70,0
10529,UIO,PTY,10:00,Viernes,1420,Nublado,Baja,Embraer E195,82.9,FALSO,1,29.6,143,0
10530,BOG,UIO,05:00,Martes,730,Despejado,Media,Boeing 737,79.1,FALSO,26,27.4,83,0
10531,AEP,EZE,08:00,Sabado,35,Nublado,Media,ATR 72,74.4,VERDADERO,18,11.7,22,0
10532,MDE,LIM,08:30,Sabado,2100,Tormenta,Alta,Boeing 757,73.2,VERDADERO,15,3.6,186,0
10533,BOG,BAQ,04:30,Martes,145,Nublado,Media,Airbus A320,52.5,VERDADERO,6,14.3,36,0
10535,BOG,PEI,07:45,Sabado,265,Despejado,Alta,Embraer E190,77.7,VERDADERO,14,20.3,56,1
10538,BOG,CTG,07:00,Jueves,135,Niebla,Media,Boeing 737,53.4,VERDADERO,48,2.2,32,0
10539,PTY,LIM,08:00,Jueves,2970,Lluvia,Alta,Boeing 757,95.8,VERDADERO,27,17.8,244,0
10540,PEI,BOG,07:15,Sabado,265,Despejado,Baja,ATR 72,65.6,FALSO,5,23.3,40,0
10541,EZE,PTY,11:00,Martes,5100,Nublado,Media,Boeing 787,64.7,FALSO,34,23,411,0
10542,BOG,UIO,08:30,Miercoles,730,Despejado,Baja,Airbus A320,50.6,FALSO,36,6.7,78,0
10544,PTY,MEX,06:45,Viernes,2280,Despejado,Alta,Boeing 737 MAX,69.5,FALSO,23,15.2,210,0
10545,GRU,SCL,09:45,Viernes,2620,Lluvia,Media,Airbus A320neo,92.5,VERDADERO,10,19.8,241,1
10546,CCS,PTY,06:30,Viernes,1010,Lluvia,Media,Airbus A320neo,89.1,FALSO,11,19.1,98,0
10547,BAQ,BOG,06:30,Jueves,145,Despejado,Baja,Embraer E190,71.2,FALSO,41,14.2,45,0
10548,AEP,EZE,06:00,Jueves,35,Despejado,Media,Embraer E190,74.9,FALSO,19,12.8,38,0
10549,CCS,BOG,09:15,Miercoles,1010,Nublado,Media,Airbus A320neo,84.1,FALSO,19,14.5,107,0
10551,CTG,BOG,07:00,Miercoles,135,Lluvia,Media,Embraer E190,65.1,VERDADERO,10,11.4,52,0
10552,EZE,BRC,07:15,Viernes,1650,Despejado,Media,Airbus A320neo,86.4,FALSO,37,29.7,155,0
10553,BOG,LIM,07:45,Lunes,1890,Despejado,Media,Boeing 757,61.6,FALSO,4,14.5,174,1
10555,EZE,MVD,06:30,Martes,210,Nublado,Baja,Airbus A320,56.6,FALSO,12,7.3,47,0
10556,IAH,PTY,09:15,Miercoles,2860,Niebla,Media,Embraer E195,87.6,VERDADERO,29,2.6,237,1
10557,MDZ,EZE,06:15,Miercoles,1040,Despejado,Baja,Airbus A320neo,92.4,FALSO,7,10.4,109,0
10558,UIO,BOG,08:15,Martes,730,Tormenta,Baja,Embraer E190,64.1,FALSO,48,3.5,94,1
10560,EZE,PTY,08:15,Martes,5100,Despejado,Alta,Airbus A330,50.8,VERDADERO,15,8.2,403,1
10561,BGA,BOG,05:45,Viernes,310,Nublado,Baja,Embraer E190,46.1,FALSO,41,21,70,0
10562,AEP,EZE,07:45,Lunes,35,Nublado,Alta,Embraer E190,83.2,FALSO,41,17.6,23,0
10563,SJO,PTY,09:45,Domingo,580,Despejado,Baja,ATR 72,62.4,FALSO,7,10.3,72,0
10565,CLO,MDE,07:00,Miercoles,265,Despejado,Alta,ATR 72,71.4,VERDADERO,37,23.5,39,1
10566,LIM,BOG,06:15,Martes,1890,Despejado,Media,Boeing 757,45.9,VERDADERO,47,23.8,168,1
10568,EZE,COR,05:45,Lunes,695,Tormenta,Alta,Boeing 737,74.5,FALSO,42,1.4,100,0
10569,CCS,PTY,07:45,Domingo,1010,Tormenta,Baja,Boeing 757,79.7,FALSO,14,2.2,110,1
10570,BOG,PTY,08:30,Martes,650,Nublado,Baja,Airbus A320,71,FALSO,31,14,73,0
10571,GRU,AMS,07:30,Martes,9850,Despejado,Alta,Boeing 777,64,FALSO,25,6.2,773,0
10572,SSA,GRU,09:45,Miercoles,1940,Despejado,Baja,Boeing 757,17.5,FALSO,32,10.9,171,0
10573,GIG,GRU,08:00,Lunes,360,Despejado,Baja,Boeing 737,91.4,FALSO,40,22.3,49,1
10574,MDE,UIO,08:30,Domingo,960,Nublado,Baja,Airbus A320neo,43.8,FALSO,30,22.8,102,0
10575,GRU,MEX,08:15,Viernes,7300,Niebla,Alta,Airbus A330,91.6,FALSO,49,0.6,571,0
10576,MDE,BAQ,03:15,Viernes,310,Niebla,Alta,Embraer E190,70.6,VERDADERO,6,0.2,63,1
10578,JFK,MDE,08:45,Sabado,3560,Nublado,Alta,Airbus A330,80.1,FALSO,8,22.2,306,1
10580,BGA,MDE,06:30,Miercoles,295,Despejado,Alta,Airbus A320,90.2,FALSO,2,20.8,56,1
10581,MIA,PTY,06:15,Martes,2200,Despejado,Baja,Boeing 757,92.4,FALSO,38,7.8,189,0
10582,CLT,PTY,09:30,Lunes,2890,Despejado,Baja,Boeing 737 MAX,77.3,FALSO,49,29.6,236,0
10583,LIM,PTY,07:30,Miercoles,2970,Nublado,Baja,Embraer E195,91.7,FALSO,3,17,265,0
10584,CLO,BOG,09:30,Martes,300,Nublado,Media,Embraer E190,76.9,FALSO,21,16.4,70,1
10585,PTY,MEX,08:15,Domingo,2280,Nublado,Alta,Boeing 737 MAX,38.3,FALSO,48,12.6,202,0
10586,PTY,MEX,06:30,Lunes,2280,Lluvia,Media,Boeing 757,68,VERDADERO,11,24.2,205,0
10588,LIM,BOG,08:30,Miercoles,1890,Despejado,Alta,Embraer E195,69.3,VERDADERO,8,29.5,167,0
10589,CCS,PTY,05:00,Martes,1010,Lluvia,Media,Boeing 737 MAX,88.4,VERDADERO,42,18,115,0
10590,NQN,EZE,09:45,Sabado,1150,Despejado,Alta,Airbus A320neo,75.8,FALSO,29,25.6,111,1
10591,BOG,MIA,06:45,Martes,3160,Despejado,Baja,Airbus A330,78.6,FALSO,22,25.1,270,0
10592,GRU,MEX,06:30,Domingo,7300,Despejado,Baja,Boeing 777,35.3,VERDADERO,40,16.3,587,0
10593,GRU,FLN,09:30,Lunes,690,Despejado,Baja,Embraer E190,64.9,FALSO,24,15.4,82,0
10594,MVD,EZE,07:15,Viernes,210,Despejado,Baja,Boeing 737,70.9,FALSO,26,19.6,50,0
10595,BOG,UIO,07:30,Domingo,730,Despejado,Media,Boeing 737,75.8,VERDADERO,27,16.4,102,0
10596,AMS,GRU,09:00,Domingo,9850,Nublado,Alta,Airbus A350,45.5,FALSO,14,27.2,774,0
10597,BOG,PEI,06:15,Miercoles,265,Despejado,Baja,ATR 72,71.8,FALSO,41,8.2,50,0
10598,CCS,BOG,10:15,Viernes,1010,Despejado,Baja,Embraer E195,81.3,FALSO,45,5.9,110,0
10599,AEP,EZE,11:30,Jueves,35,Lluvia,Baja,ATR 72,37.5,FALSO,19,26.8,23,0
10600,AEP,EZE,08:45,Lunes,35,Despejado,Baja,ATR 72,71.8,VERDADERO,24,6.6,31,0
10601,MIA,PTY,07:15,Miercoles,2200,Despejado,Baja,Boeing 737 MAX,50.2,FALSO,15,26.1,187,0
10603,BGA,MDE,03:00,Viernes,295,Despejado,Baja,Embraer E190,84,FALSO,4,6.3,56,0
10604,CLO,MDE,11:30,Lunes,265,Nublado,Media,ATR 72,71.5,VERDADERO,28,9,53,1
10605,BOG,MIA,09:15,Lunes,3160,Tormenta,Baja,Boeing 787,51.3,FALSO,33,2,263,1
10606,BAQ,BOG,06:15,Martes,145,Lluvia,Media,Boeing 737,85.1,FALSO,28,7.6,45,1
10608,EZE,TUC,08:45,Miercoles,1230,Despejado,Media,Boeing 737 MAX,44,VERDADERO,23,19.1,140,0
10610,LIM,EZE,07:45,Lunes,3150,Lluvia,Media,Boeing 787,76.4,FALSO,49,20.3,271,1
10611,PEI,BOG,09:30,Jueves,265,Despejado,Media,Boeing 737,91.6,FALSO,17,25.8,52,0
10612,IGR,EZE,06:15,Lunes,1100,Lluvia,Alta,Boeing 757,57.2,VERDADERO,20,20.6,107,0
10613,BOG,JFK,06:00,Martes,3930,Despejado,Baja,Boeing 787,74.1,FALSO,6,6.5,323,0
10614,MDE,UIO,06:15,Viernes,960,Niebla,Media,Embraer E195,47,FALSO,23,1.5,103,0
10615,AEP,EZE,07:45,Domingo,35,Despejado,Media,Airbus A320,40.5,FALSO,34,15,26,0
10616,COR,EZE,08:00,Viernes,695,Tormenta,Alta,ATR 72,76.5,VERDADERO,45,3.7,76,0
10617,GRU,BSB,08:00,Viernes,870,Niebla,Baja,Boeing 757,80.8,FALSO,1,0.6,87,1
10619,MDE,CTG,07:30,Sabado,365,Niebla,Baja,Boeing 737,58.5,FALSO,14,2.3,65,0
10620,EZE,MDZ,08:45,Viernes,1040,Nublado,Alta,Airbus A320neo,81,VERDADERO,44,11.6,105,0
10621,MDE,LIM,06:15,Martes,2100,Despejado,Media,Airbus A320neo,58.3,FALSO,9,28.9,197,1
10623,BOG,CCS,10:30,Miercoles,1010,Lluvia,Media,Airbus A320neo,87.1,FALSO,47,7.6,122,0
10624,MDE,PEI,09:00,Sabado,140,Lluvia,Baja,Airbus A320,81.5,FALSO,22,5.7,31,0
10626,CWB,GRU,07:15,Sabado,410,Lluvia,Baja,Boeing 737,50.8,FALSO,48,18.1,68,1
10627,BOG,PEI,10:00,Viernes,265,Despejado,Media,ATR 72,93.1,FALSO,14,13.3,46,0
10628,BGA,BOG,09:30,Domingo,310,Lluvia,Alta,Boeing 737,74.9,VERDADERO,42,23.4,60,0
10629,MIA,GRU,06:30,Domingo,7520,Nublado,Alta,Boeing 787,67.1,FALSO,42,24.1,599,1
10630,BRC,EZE,09:15,Martes,1650,Despejado,Alta,Boeing 737 MAX,74.7,VERDADERO,19,29.7,161,0
10631,BOG,MIA,09:15,Viernes,3160,Despejado,Baja,Boeing 777,81.6,FALSO,14,6.8,272,0
